"95","25","58","99","1015","2018-02-11 00:59:42","1","232"
"96","25","58","69","1013","2018-02-11 00:59:45","0","230"
"97","25","58","100","1016","2018-02-11 00:59:48","0","230"
"98","25","58","84","1012","2018-02-11 00:59:51","0","230"
"99","25","58","100","1011","2018-02-11 00:59:54","0","230"
"100","25","58","100","1019","2018-02-11 00:59:57","0","230"
"101","25","58","3","1013","2018-02-11 01:00:00","0","230"
"102","25","58","100","1020","2018-02-11 01:00:10","1","232"
"103","25","57","99","1017","2018-02-11 01:00:13","0","231"
"104","25","58","100","1014","2018-02-11 01:00:15","0","231"
"105","25","58","100","1020","2018-02-11 01:00:18","0","230"
"106","25","58","99","1021","2018-02-11 01:00:21","0","231"
"107","25","58","99","1019","2018-02-11 01:00:24","0","230"
"108","25","58","99","1020","2018-02-11 01:00:27","0","231"
"109","25","58","99","1015","2018-02-11 01:00:30","0","231"
"110","25","58","99","1017","2018-02-11 01:00:33","0","230"
"111","25","58","99","1017","2018-02-11 01:00:36","0","230"
"112","25","58","99","1013","2018-02-11 01:00:39","0","231"
"113","25","58","99","1012","2018-02-11 01:00:42","0","231"
"114","25","58","99","1017","2018-02-11 01:00:45","0","231"
"115","25","58","99","1014","2018-02-11 01:00:48","0","231"
"116","25","58","99","1017","2018-02-11 01:00:51","0","230"
"117","25","58","99","1016","2018-02-11 01:00:54","0","230"
"118","25","58","99","1015","2018-02-11 01:00:57","0","230"
"119","25","58","99","1013","2018-02-11 01:01:00","0","230"
"120","25","58","99","1010","2018-02-11 01:01:03","0","230"
"121","25","58","99","1015","2018-02-11 01:01:06","0","230"
"122","25","58","99","1014","2018-02-11 01:01:08","0","230"
"123","25","58","99","1012","2018-02-11 01:01:11","0","230"
"124","25","58","99","1015","2018-02-11 01:01:14","0","230"
"125","25","58","100","1016","2018-02-11 01:01:17","0","231"
"126","25","58","99","1018","2018-02-11 01:01:20","0","231"
"127","25","58","100","1014","2018-02-11 01:01:23","0","231"
"128","25","58","100","1012","2018-02-11 01:01:26","0","230"
"129","25","58","99","1012","2018-02-11 01:01:29","0","230"
"130","25","58","99","1014","2018-02-11 01:01:32","0","231"
"131","25","58","99","1016","2018-02-11 01:01:35","0","230"
"132","25","58","99","1016","2018-02-11 01:01:38","0","231"
